question_id,model_a,model_b,winner,judge,turn,language,benchmark
944d6358c02b447f8e5dff261d123d6c,koala-13b,stablelm-tuned-alpha-7b,model_a,arena_user_4843,1,English,chatbot_arena
b37552cc50b84c21a891e9af637e2abf,fastchat-t5-3b,oasst-pythia-12b,model_a,arena_user_4938,1,English,chatbot_arena
3a98cde16cb54d73b1bb9cc182cbdc9f,oasst-pythia-12b,fastchat-t5-3b,model_a,arena_user_5014,1,English,chatbot_arena
9050af203e3841d3808e3d2b18203072,alpaca-13b,fastchat-t5-3b,model_a,arena_user_4769,1,English,chatbot_arena
8dbe1942e8cb4b9cbab5cb0f4bcf7957,koala-13b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_4352,1,English,chatbot_arena
d6899d4c7ef845b3a91b101f17face6c,vicuna-13b,chatglm-6b,tie,arena_user_3206,1,English,chatbot_arena
72411dee8fbc4949a25aa1fd3810f3a6,fastchat-t5-3b,chatglm-6b,tie (bothbad),arena_user_4352,1,English,chatbot_arena
838425ff9d8e475cb70a9f4d4889c00e,vicuna-13b,fastchat-t5-3b,model_a,arena_user_5007,1,English,chatbot_arena
35e87fcfeddb4e368d1855de45b03f68,fastchat-t5-3b,koala-13b,model_b,arena_user_3206,1,English,chatbot_arena
67f805fba0e1418088f6e54e81caca95,alpaca-13b,vicuna-13b,model_b,arena_user_4682,1,German,chatbot_arena
96d565610d144f4f9f58994a09c5ee8c,llama-13b,dolly-v2-12b,tie (bothbad),arena_user_5015,1,English,chatbot_arena
d1bbef03a31c46dcaed1975bf20d6d35,llama-13b,alpaca-13b,tie (bothbad),arena_user_4843,1,English,chatbot_arena
05370375e0d4404dbf4b9665aa361005,alpaca-13b,vicuna-13b,model_b,arena_user_5015,1,English,chatbot_arena
51f51d856c5948449e2be2879f5df58e,stablelm-tuned-alpha-7b,fastchat-t5-3b,tie (bothbad),arena_user_4511,1,German,chatbot_arena
e7e4923a753f4b6e901512df81fa3d2f,llama-13b,vicuna-13b,tie,arena_user_5015,1,English,chatbot_arena
ff8d3b674f584b14a9183796965bfc1e,dolly-v2-12b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_4683,1,English,chatbot_arena
09976451f66145fcbabdf31f9587f0ac,stablelm-tuned-alpha-7b,gpt-3.5-turbo,model_b,arena_user_4443,1,Spanish,chatbot_arena
666071114d7a4d11969538d7f9658efe,koala-13b,llama-13b,tie (bothbad),arena_user_4600,1,English,chatbot_arena
2dd666b4732b4fcfbbff37148932e1da,dolly-v2-12b,chatglm-6b,tie (bothbad),arena_user_4512,1,English,chatbot_arena
ec0a73f75e5c4704a06fe00ee7b6eb67,gpt-3.5-turbo,oasst-pythia-12b,model_a,arena_user_4594,2,English,chatbot_arena
2abb9c163ea747f88ec743d8b6f85563,stablelm-tuned-alpha-7b,dolly-v2-12b,model_a,arena_user_4352,1,English,chatbot_arena
30a623221642446aa190c9fc5e9a0e58,fastchat-t5-3b,vicuna-13b,model_a,arena_user_4683,1,English,chatbot_arena
95810854a8ee49169af078b1496af80c,oasst-pythia-12b,fastchat-t5-3b,tie (bothbad),arena_user_5015,1,English,chatbot_arena
910acf2cde174e3084676cfc8a7bed86,fastchat-t5-3b,chatglm-6b,model_a,arena_user_4843,1,English,chatbot_arena
f16c61d8c3fc4855a3a273755603cc25,koala-13b,vicuna-13b,model_a,arena_user_4352,1,English,chatbot_arena
01f98be7f2a1408dba67af8bd6345ce0,koala-13b,fastchat-t5-3b,model_a,arena_user_3206,3,English,chatbot_arena
0f2f4081b2594d2196b5b80894a22707,stablelm-tuned-alpha-7b,alpaca-13b,model_b,arena_user_4594,1,English,chatbot_arena
620b981f444246339a4464af58a1963d,dolly-v2-12b,koala-13b,tie,arena_user_5015,1,English,chatbot_arena
231954a3615d4c6a96b643cac6d45f12,alpaca-13b,fastchat-t5-3b,tie (bothbad),arena_user_4939,1,English,chatbot_arena
b1f6cd43f3f2454a96f49b503b0af640,fastchat-t5-3b,llama-13b,tie (bothbad),arena_user_5015,1,English,chatbot_arena
17694b2cdd4f4fb1b9b795e261ed5fa0,koala-13b,alpaca-13b,model_b,arena_user_3206,1,English,chatbot_arena
ec3862696e9d4288a743b07b60dfd84b,oasst-pythia-12b,chatglm-6b,model_b,arena_user_4684,1,English,chatbot_arena
bc257382156744cdbd4b83108228299d,fastchat-t5-3b,chatglm-6b,model_b,arena_user_4843,1,English,chatbot_arena
ed097ffe97924fdb98620e097b9b94a4,vicuna-13b,koala-13b,model_a,arena_user_4594,1,Portuguese,chatbot_arena
93562016625b4b4083a034af645aa0c1,stablelm-tuned-alpha-7b,koala-13b,model_b,arena_user_4444,1,English,chatbot_arena
50e4fc30ed2d4c99a2b086831af91eea,vicuna-13b,alpaca-13b,model_a,arena_user_4939,2,English,chatbot_arena
783168228508426d9496c993c4c71f61,alpaca-13b,oasst-pythia-12b,tie (bothbad),arena_user_4601,1,English,chatbot_arena
2b7dabe3905e435a81bd032c65e86676,koala-13b,gpt-3.5-turbo,model_b,arena_user_5016,1,English,chatbot_arena
91cbddf4056b4d1da54ac7acac3e2d8c,gpt-3.5-turbo,chatglm-6b,model_a,arena_user_4843,1,English,chatbot_arena
08cb66e6d839432d934c7c683dfc9067,fastchat-t5-3b,dolly-v2-12b,model_a,arena_user_4844,1,English,chatbot_arena
4b969c46d5f04e6aada006cfe26d19e1,vicuna-13b,gpt-4,model_b,arena_user_973,1,English,chatbot_arena
7a9863ef6042443aa9f2d2602b9fce9b,koala-13b,alpaca-13b,model_a,arena_user_5016,1,English,chatbot_arena
0aa82736113e452ea0af04a872bca7e5,alpaca-13b,oasst-pythia-12b,tie (bothbad),arena_user_4843,1,English,chatbot_arena
5eb3a57170d94cba8f195c42041e3e71,vicuna-13b,oasst-pythia-12b,model_a,arena_user_4445,1,English,chatbot_arena
27fa6fecbc094a4fb92192fc017d227a,gpt-3.5-turbo,vicuna-13b,model_a,arena_user_4686,1,German,chatbot_arena
c913ec8fcad44eca9bba883f6d194854,alpaca-13b,stablelm-tuned-alpha-7b,model_a,arena_user_5091,1,English,chatbot_arena
b880af732df44bffb350a08bc66c56ce,gpt-3.5-turbo,dolly-v2-12b,model_a,arena_user_4352,1,English,chatbot_arena
ef1f8c36492f419da8a2b03e74a28e46,koala-13b,oasst-pythia-12b,model_a,arena_user_4603,1,English,chatbot_arena
26b820773b424cd393931c7b8ad26c83,llama-13b,fastchat-t5-3b,model_b,arena_user_4845,1,English,chatbot_arena
93acd255bafa415a88825cad232c394d,stablelm-tuned-alpha-7b,alpaca-13b,model_b,arena_user_4846,1,English,chatbot_arena
b55019cbbf574e1f8c32a9046a15e9ed,koala-13b,gpt-3.5-turbo,model_b,arena_user_4686,1,English,chatbot_arena
e2cc13b65c5841ada41f847ca1773dfd,oasst-pythia-12b,gpt-4,model_b,arena_user_4355,1,English,chatbot_arena
2f1e200026f0413fa8f083076c04f606,stablelm-tuned-alpha-7b,dolly-v2-12b,model_a,arena_user_4940,1,English,chatbot_arena
ab37ad6f2d7c4ba79cb3c98f9aa0183f,fastchat-t5-3b,gpt-3.5-turbo,model_b,arena_user_5016,1,English,chatbot_arena
7093b78132284bacbd5b22f844299ea7,fastchat-t5-3b,gpt-3.5-turbo,tie,arena_user_4354,1,English,chatbot_arena
4c067d6648464818a78d1f4919335b5a,gpt-4,vicuna-13b,model_a,arena_user_4356,3,English,chatbot_arena
7b85ab13ac5f46d49eae65b3c9d7b355,dolly-v2-12b,llama-13b,model_a,arena_user_4845,3,English,chatbot_arena
5739829e0f5a4ba6a2758031334363bf,dolly-v2-12b,alpaca-13b,model_b,arena_user_4754,1,English,chatbot_arena
661741cf3ad644ae82473995503afc76,gpt-4,koala-13b,model_b,arena_user_4686,1,English,chatbot_arena
a541a476f1794e55bafa8ca3f3edc3ac,alpaca-13b,gpt-3.5-turbo,model_b,arena_user_4754,1,English,chatbot_arena
a4947007d5a94c468f38a78b18d74dcf,stablelm-tuned-alpha-7b,alpaca-13b,model_b,arena_user_4686,1,English,chatbot_arena
50c163bcdeaf4983afddc3ccfcf65f8f,gpt-4,gpt-3.5-turbo,tie,arena_user_4941,1,English,chatbot_arena
ab61d304d70740468788799c02af9135,gpt-4,vicuna-13b,model_a,arena_user_4686,1,English,chatbot_arena
5b711ea686d04c27ac5a5a8474bea39a,alpaca-13b,koala-13b,model_a,arena_user_4686,1,English,chatbot_arena
b87fd8847fcc492a94abb6704e5e8a2e,vicuna-13b,oasst-pythia-12b,tie (bothbad),arena_user_4754,1,English,chatbot_arena
8cb8eaed66724c97ae4260a10be13cbe,dolly-v2-12b,alpaca-13b,model_b,arena_user_4772,1,French,chatbot_arena
751b76665ac24b9abb14942e40c9a4b7,llama-13b,chatglm-6b,model_b,arena_user_4352,1,English,chatbot_arena
54f29c597bc14b968f19685b8787112a,gpt-3.5-turbo,koala-13b,model_a,arena_user_4843,1,English,chatbot_arena
1d0978684c9b4a368a57b3e4941c5f6c,oasst-pythia-12b,vicuna-13b,model_a,arena_user_4604,1,English,chatbot_arena
13e9cdc7f9ae4e76b543fa074eb93548,gpt-4,llama-13b,model_a,arena_user_4847,1,English,chatbot_arena
dab126648afc4ff1a53396f2e830a90d,oasst-pythia-12b,fastchat-t5-3b,tie (bothbad),arena_user_4352,1,English,chatbot_arena
7a023426f409484588b9eabb8606bd89,alpaca-13b,gpt-3.5-turbo,model_b,arena_user_5096,1,English,chatbot_arena
e8a4d5f89db04dffabfdfc600793bb40,stablelm-tuned-alpha-7b,alpaca-13b,model_b,arena_user_4754,1,English,chatbot_arena
7ea517fd63d84302961c1b8bd641043b,gpt-4,vicuna-13b,model_b,arena_user_4686,1,English,chatbot_arena
d6da108ba1404a41a721805bd1dd2290,oasst-pythia-12b,gpt-3.5-turbo,model_b,arena_user_4754,1,English,chatbot_arena
a6828bbb5506455c9d3291c5a842332b,gpt-4,llama-13b,model_a,arena_user_4689,1,English,chatbot_arena
c4b8be772f2443169e84cebb755eadc3,gpt-3.5-turbo,alpaca-13b,tie (bothbad),arena_user_4604,1,English,chatbot_arena
eb1d54c180a0447eb07a196274911dfa,vicuna-13b,oasst-pythia-12b,tie (bothbad),arena_user_4358,1,German,chatbot_arena
ee636f4dd94446eb95fa041348ee7a6b,oasst-pythia-12b,fastchat-t5-3b,tie (bothbad),arena_user_4514,1,Turkish,chatbot_arena
80229e1cefe541afbd07910d138ae541,koala-13b,chatglm-6b,tie (bothbad),arena_user_4845,1,English,chatbot_arena
d5866fd06bd0455e8ccf6c50c89b2730,gpt-3.5-turbo,koala-13b,model_a,arena_user_4686,1,English,chatbot_arena
279dc3041911447486bb5f942643c80a,fastchat-t5-3b,llama-13b,tie (bothbad),arena_user_4848,1,English,chatbot_arena
657766f91c8645e98f72795a86efc8ca,gpt-4,fastchat-t5-3b,model_a,arena_user_4843,1,English,chatbot_arena
471880221f474073a6a0cd1e8f483a93,chatglm-6b,gpt-4,model_b,arena_user_4845,1,English,chatbot_arena
5b4febba29964e44a119fc7a79debd65,llama-13b,oasst-pythia-12b,model_b,arena_user_4686,1,English,chatbot_arena
5013b88362c04c7a896c9c46945f758e,koala-13b,fastchat-t5-3b,model_b,arena_user_4754,1,English,chatbot_arena
65a4e7b7ff0e4c3490b0a5f3ee9d3205,alpaca-13b,chatglm-6b,model_a,arena_user_4773,1,English,chatbot_arena
f5e9ad5865254879afab36124a6b741f,dolly-v2-12b,fastchat-t5-3b,model_b,arena_user_4686,1,English,chatbot_arena
91895f01cb1c4cd385f8add0b6738d8e,dolly-v2-12b,gpt-4,model_b,arena_user_4754,1,English,chatbot_arena
ff7e3659b7d04745910cd013b56cd13a,oasst-pythia-12b,gpt-4,model_b,arena_user_4514,1,Aymara,chatbot_arena
e4631b3fe4b84bb6ac32cee6359d6589,alpaca-13b,gpt-3.5-turbo,model_b,arena_user_4686,1,English,chatbot_arena
1010af4c3405454985e8dc96eb89b0d8,stablelm-tuned-alpha-7b,alpaca-13b,tie (bothbad),arena_user_4848,1,English,chatbot_arena
b628e8a88b384cdda80e004ad9415297,alpaca-13b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_4848,1,English,chatbot_arena
423573c0c0a14ddc9ef783b84c8b02e0,alpaca-13b,stablelm-tuned-alpha-7b,tie (bothbad),arena_user_4686,1,English,chatbot_arena
7cd7aa7518cf42ddb1ef87fe718b2310,gpt-4,stablelm-tuned-alpha-7b,model_a,arena_user_4754,1,English,chatbot_arena
5cb0db3620e1446dacbb65676bdc1291,gpt-4,gpt-3.5-turbo,model_a,arena_user_4848,1,English,chatbot_arena
db38a2d6eba943cbb7342f6bd31ff800,oasst-pythia-12b,gpt-4,model_b,arena_user_4686,1,English,chatbot_arena
b27cdacde4364c3980ddc9947c3df821,gpt-3.5-turbo,oasst-pythia-12b,tie (bothbad),arena_user_4359,1,English,chatbot_arena
3723fc4baecd490d8292b68674e71bd3,alpaca-13b,gpt-4,model_b,arena_user_4686,1,English,chatbot_arena
ce66fa2071824427b03b53df5a29a0ca,gpt-4,gpt-3.5-turbo,model_a,arena_user_4849,1,English,chatbot_arena
e69ac004f7a2435faa077e3e33ebf7b7,alpaca-13b,gpt-3.5-turbo,model_b,arena_user_4686,1,English,chatbot_arena
f8f32ba5252341bda9e55891bfbc73f7,koala-13b,gpt-4,model_b,arena_user_4754,1,English,chatbot_arena
8c743cbdfb184ec3b302b40d3e643d59,koala-13b,gpt-3.5-turbo,model_b,arena_user_4358,1,English,chatbot_arena
66ffccb792df4e41b731904ae450f4a0,koala-13b,alpaca-13b,model_a,arena_user_4515,1,Spanish,chatbot_arena
5b6c713c45164a348c34cf0dcbb34f5f,koala-13b,alpaca-13b,model_a,arena_user_4754,1,English,chatbot_arena
ac699f7bdb9f4bc593cdce91e6094794,dolly-v2-12b,koala-13b,model_b,arena_user_4360,1,English,chatbot_arena
cbafab8e548a41788bc41ff5d0b448ea,koala-13b,gpt-3.5-turbo,model_b,arena_user_4604,1,English,chatbot_arena
08c4581e34cb4e5298ed8d4d82143b49,gpt-3.5-turbo,dolly-v2-12b,model_a,arena_user_4605,1,German,chatbot_arena
aa15b18eb9ac454990b6fe91e2311a35,alpaca-13b,gpt-3.5-turbo,tie,arena_user_5018,1,English,chatbot_arena
18301ded85874cab8f93598d7c6bde7d,vicuna-13b,alpaca-13b,model_a,arena_user_4754,1,English,chatbot_arena
1300fe212ee84b2cba68596c6cc48efb,fastchat-t5-3b,alpaca-13b,tie (bothbad),arena_user_4604,1,English,chatbot_arena
a6b3333d0dac48b781f96e1a7bab6812,alpaca-13b,vicuna-13b,model_b,arena_user_4754,1,English,chatbot_arena
edabd531acec4abda6903c85d730bb06,gpt-4,oasst-pythia-12b,model_a,arena_user_973,1,English,chatbot_arena
430343cda73340bba20f7f00a5d4dc1b,gpt-3.5-turbo,dolly-v2-12b,model_a,arena_user_5019,1,English,chatbot_arena
83cc9621cf794f79942af6b0bc404421,fastchat-t5-3b,gpt-4,model_b,arena_user_4430,1,English,chatbot_arena
6e080b8f5fca46db833a46aae1702ed0,vicuna-13b,gpt-3.5-turbo,tie (bothbad),arena_user_4516,1,English,chatbot_arena
b371db4e8d64446eb48f85e8cdd95a9e,gpt-3.5-turbo,koala-13b,model_a,arena_user_4430,1,English,chatbot_arena
58a5d6094c254ba28dffd31aa01c0dd6,vicuna-13b,llama-13b,model_a,arena_user_4358,3,English,chatbot_arena
18e7c6de5ddc4096a63b5a37a7544040,stablelm-tuned-alpha-7b,dolly-v2-12b,model_b,arena_user_4919,1,English,chatbot_arena
968a75ac2bb54a82825228c42e5609a3,oasst-pythia-12b,llama-13b,model_a,arena_user_4850,1,English,chatbot_arena
7890687cbe694a7093f255753fc4eb31,vicuna-13b,fastchat-t5-3b,model_a,arena_user_4430,1,English,chatbot_arena
5c27984283604094ad3bf03255adc5ac,koala-13b,gpt-4,model_b,arena_user_973,1,English,chatbot_arena
1a9245102620498db69145b4b80d3d73,gpt-4,oasst-pythia-12b,model_a,arena_user_4517,1,English,chatbot_arena
0183ead6bae4442f87ecbbab656a9bee,fastchat-t5-3b,gpt-3.5-turbo,model_b,arena_user_4430,1,English,chatbot_arena
0426e9e676184646ac1e89ec99a4c0b8,gpt-4,fastchat-t5-3b,model_a,arena_user_4850,1,English,chatbot_arena
e4015854f90549a6935e46e77031dd92,gpt-4,dolly-v2-12b,model_a,arena_user_4430,1,English,chatbot_arena
c39c03a72eb94709bd05b99807f7dbda,gpt-3.5-turbo,stablelm-tuned-alpha-7b,model_a,arena_user_4361,1,English,chatbot_arena
970b81b2d73c4f5fa923063f788fdfdf,llama-13b,gpt-4,model_b,arena_user_4446,1,English,chatbot_arena
3fe091471ac74fc39ac079ab526f69c4,oasst-pythia-12b,gpt-4,model_b,arena_user_4942,1,English,chatbot_arena
9ac98a3ee6e54620a378b0d7a1fc9e03,stablelm-tuned-alpha-7b,gpt-4,model_b,arena_user_5013,1,English,chatbot_arena
5a830c23ed724463b5a05d1a29ffaa71,gpt-3.5-turbo,alpaca-13b,model_a,arena_user_4447,4,French,chatbot_arena
80a69105aac240dfa5e1a890638fc603,llama-13b,oasst-pythia-12b,model_b,arena_user_4691,3,English,chatbot_arena
56e935c663ab43ccb1fd4e04ab96c897,gpt-4,fastchat-t5-3b,tie,arena_user_4430,1,English,chatbot_arena
bbbe3980186a440e89bac9ff64e5642b,gpt-3.5-turbo,gpt-4,model_b,arena_user_5021,1,English,chatbot_arena
ae6dee4b38ac40498a40d6f424a25209,stablelm-tuned-alpha-7b,gpt-3.5-turbo,model_a,arena_user_4252,1,Spanish,chatbot_arena
f929cb36dab4443e860c27b6559118aa,vicuna-13b,chatglm-6b,model_a,arena_user_4430,1,English,chatbot_arena
8dc1a9efb75e43a193a01121a515325b,chatglm-6b,gpt-3.5-turbo,model_b,arena_user_4430,1,English,chatbot_arena
64f2bf6083c44f189068481da7328c4f,gpt-3.5-turbo,stablelm-tuned-alpha-7b,model_a,arena_user_4252,1,English,chatbot_arena
824e82afb1f34727977a328c18958e4a,oasst-pythia-12b,vicuna-13b,model_a,arena_user_4518,1,English,chatbot_arena
06fde6d7b56a47e392046a5b6b1733d8,gpt-4,vicuna-13b,model_a,arena_user_5021,1,English,chatbot_arena
b87a83ecad844ea9b19519a1781bb3c0,koala-13b,alpaca-13b,tie (bothbad),arena_user_5097,1,English,chatbot_arena
fcc484a9a2b44f75b04ae3aaca6b11af,oasst-pythia-12b,fastchat-t5-3b,tie (bothbad),arena_user_4943,2,English,chatbot_arena
7e5ee87a2fc64338b73b88ce49c40e76,gpt-3.5-turbo,vicuna-13b,tie,arena_user_4944,1,English,chatbot_arena
8a49f696fe74417485c5b529067b1707,gpt-3.5-turbo,llama-13b,model_a,arena_user_4430,1,English,chatbot_arena
df670dd1f1c443e69f71e34bb1ec0945,gpt-4,oasst-pythia-12b,model_a,arena_user_4518,1,English,chatbot_arena
24ec12e7ec9f471c8b0adfdbcd70656d,vicuna-13b,alpaca-13b,tie,arena_user_4430,1,English,chatbot_arena
4a5fc8bcf775419dbdc17f2bada53e72,gpt-4,chatglm-6b,tie,arena_user_4692,2,English,chatbot_arena
c325b60fe2da4a748522f9f182ee2d22,fastchat-t5-3b,gpt-3.5-turbo,model_b,arena_user_5021,1,English,chatbot_arena
48b2eb0f0e7c404aba3a06bf7740c403,gpt-3.5-turbo,gpt-4,tie,arena_user_4942,2,English,chatbot_arena
e87c710312c349b5baeba4b1ef949e57,koala-13b,gpt-4,model_b,arena_user_5021,1,English,chatbot_arena
7b7ad40beca84a539ca65875774e3266,fastchat-t5-3b,gpt-3.5-turbo,model_a,arena_user_4944,2,English,chatbot_arena
aa5fa72b459c4b0b930e335b408a94fe,oasst-pythia-12b,gpt-3.5-turbo,model_b,arena_user_4692,1,English,chatbot_arena
99342047c58b4e3a8d49d9a5d568cebd,alpaca-13b,gpt-3.5-turbo,tie,arena_user_4252,1,English,chatbot_arena
5f08a2da7e254c128985b08b79e54c11,oasst-pythia-12b,gpt-3.5-turbo,model_b,arena_user_4518,1,English,chatbot_arena
4ee6c9d61f3c411f907627d854bc5c60,gpt-3.5-turbo,oasst-pythia-12b,model_b,arena_user_4449,1,English,chatbot_arena
997dec5c2c564f478c47eb95333330b7,alpaca-13b,gpt-4,model_b,arena_user_4851,1,English,chatbot_arena
ce73e8fe463d451fa200019a2c0f326f,koala-13b,gpt-4,tie,arena_user_4252,1,English,chatbot_arena
f8ea600cedb14d75a350dd017992eea8,koala-13b,vicuna-13b,model_b,arena_user_4606,1,Hebrew,chatbot_arena
b9f8eb8600b4494e8d7b93f339c83138,vicuna-13b,gpt-3.5-turbo,model_a,arena_user_5022,1,English,chatbot_arena
63d85466666a4e72965b2a601d834d75,gpt-4,fastchat-t5-3b,tie,arena_user_4252,1,Spanish,chatbot_arena
7b371a7d45994c34b21a285f11fc3414,alpaca-13b,gpt-3.5-turbo,model_b,arena_user_5098,1,English,chatbot_arena
e2c2bf100f0144c1b3f197b2ac61db59,koala-13b,vicuna-13b,model_a,arena_user_4693,1,English,chatbot_arena
36cc74d50f414ac38fd9765917c55ee2,gpt-4,gpt-3.5-turbo,model_a,arena_user_4852,5,English,chatbot_arena
0bf9d4c57fcb41f7ade9dee53560e262,koala-13b,dolly-v2-12b,model_a,arena_user_4606,1,English,chatbot_arena
dd136b04764e4c0c8aae4806ad4106f8,alpaca-13b,fastchat-t5-3b,model_a,arena_user_4430,1,English,chatbot_arena
ade7a3e574ff470fa0b3e31cf1798fc4,chatglm-6b,llama-13b,tie (bothbad),arena_user_4852,3,English,chatbot_arena
154e2f8936144f53b7329d2fb9c29dc0,gpt-3.5-turbo,alpaca-13b,model_a,arena_user_4430,1,English,chatbot_arena
8ca57595ae7b435e88281aa64a3918e6,fastchat-t5-3b,vicuna-13b,model_b,arena_user_4694,1,English,chatbot_arena
11bcdecbf3a24ab7aa28dec91361ac6e,alpaca-13b,oasst-pythia-12b,model_a,arena_user_4252,1,English,chatbot_arena
7f75963b35be47f69e0ca3a5ad79e32a,gpt-4,koala-13b,model_a,arena_user_4607,1,English,chatbot_arena
813df056f9d74560a7c93fc5995ecb77,fastchat-t5-3b,gpt-4,model_b,arena_user_5099,1,English,chatbot_arena
bc09e45294ca477abd9c79dc4ff39da9,gpt-3.5-turbo,dolly-v2-12b,model_a,arena_user_4430,1,English,chatbot_arena
21856c6048144fde9d710fff8800f5a4,stablelm-tuned-alpha-7b,oasst-pythia-12b,tie,arena_user_4852,2,English,chatbot_arena
de5c3a21dfaa4b2bbd86663c971e3e69,alpaca-13b,koala-13b,model_b,arena_user_4362,1,English,chatbot_arena
702eaf2a7b2c4d84baae18f761d29d83,chatglm-6b,fastchat-t5-3b,tie (bothbad),arena_user_4363,1,English,chatbot_arena
7e72e16492b3408b8e7d5a77016a125c,dolly-v2-12b,llama-13b,tie (bothbad),arena_user_4694,1,English,chatbot_arena
1df93ededac7450db904df531b27d985,alpaca-13b,oasst-pythia-12b,tie (bothbad),arena_user_4518,1,English,chatbot_arena
f08fa304769e4d60be0f82255fa14ff9,koala-13b,gpt-4,model_a,arena_user_4252,1,English,chatbot_arena
5761f94b17784a2f8adf682238a91272,vicuna-13b,gpt-3.5-turbo,tie (bothbad),arena_user_4518,1,English,chatbot_arena
9a3b2e420605480d9d74ee392f370521,gpt-3.5-turbo,llama-13b,tie (bothbad),arena_user_4518,1,English,chatbot_arena
16ed3787cb564007a28a7f77e53fbff7,dolly-v2-12b,fastchat-t5-3b,tie (bothbad),arena_user_4430,1,English,chatbot_arena
d197fb7598e64188ab0748cafb436ffa,koala-13b,gpt-4,model_b,arena_user_4518,1,English,chatbot_arena
c2542463603f48d58d17b4fe6f977ec5,gpt-4,koala-13b,model_a,arena_user_4430,1,English,chatbot_arena
03ff362731094b6bab944da1d627cd18,gpt-3.5-turbo,llama-13b,model_b,arena_user_4697,1,English,chatbot_arena
cb3b70bba7c0496881672bcf932f5f45,gpt-4,llama-13b,model_a,arena_user_4252,1,English,chatbot_arena
38290f37f0e94d22b853e0b969df5aae,stablelm-tuned-alpha-7b,dolly-v2-12b,tie (bothbad),arena_user_4698,1,English,chatbot_arena
81ae6ea7fa49414e9eec2f4b199d4c6d,chatglm-6b,vicuna-13b,model_b,arena_user_4430,1,English,chatbot_arena
e94a5033a3ec491b838be88f062f3e79,llama-13b,dolly-v2-12b,tie (bothbad),arena_user_4430,1,English,chatbot_arena
f5e27b3a10f246d1ba025a6512320ec1,chatglm-6b,koala-13b,model_b,arena_user_4252,1,English,chatbot_arena
ceac5e0e520249bda90544641d556cd0,gpt-4,vicuna-13b,model_a,arena_user_4698,1,English,chatbot_arena
c98a0773bb9540ffa6ac500430a00795,koala-13b,oasst-pythia-12b,model_a,arena_user_4520,1,English,chatbot_arena
4537cb3ef9644fdb9a7091b8422479bd,fastchat-t5-3b,gpt-3.5-turbo,model_b,arena_user_4430,1,English,chatbot_arena
a289c335d8344737a7242a181306f0ea,vicuna-13b,alpaca-13b,model_a,arena_user_4364,1,English,chatbot_arena
9b96848498ac47939a57b1f73ba6fb21,stablelm-tuned-alpha-7b,vicuna-13b,tie (bothbad),arena_user_4608,1,English,chatbot_arena
66e448b6740d482cb4dea60120eb7014,gpt-4,stablelm-tuned-alpha-7b,model_a,arena_user_4430,1,English,chatbot_arena
3cf3a2f42aa5450e9b346e98a5b7b2e0,gpt-3.5-turbo,fastchat-t5-3b,model_a,arena_user_4252,2,English,chatbot_arena
649f0164d4d840fea762239c8c7f436f,gpt-4,koala-13b,model_a,arena_user_4430,1,English,chatbot_arena
cae23a6633bb4d9a9105f35222523291,fastchat-t5-3b,oasst-pythia-12b,model_a,arena_user_4824,1,English,chatbot_arena
862075252ca543d29f944062f5c2f9c4,gpt-4,gpt-3.5-turbo,tie,arena_user_4775,1,English,chatbot_arena
2565430ea0664f6ab3c475219d262032,dolly-v2-12b,fastchat-t5-3b,model_b,arena_user_4430,1,English,chatbot_arena
af54e1febab5421f83fe9d169aecdfdb,gpt-3.5-turbo,alpaca-13b,model_a,arena_user_4252,2,English,chatbot_arena
546903fcdae849aab2283943be12477a,gpt-4,koala-13b,model_a,arena_user_4365,1,Spanish,chatbot_arena
3647fcd651c746cb9f07f57bb7edcd8d,vicuna-13b,gpt-3.5-turbo,tie,arena_user_4252,5,Spanish,chatbot_arena
75421e8329974bf48ecfdf06f95d10f6,fastchat-t5-3b,llama-13b,model_a,arena_user_4450,1,English,chatbot_arena
bb3de9bd34b6477eb9521daa5ec3db4b,vicuna-13b,stablelm-tuned-alpha-7b,model_a,arena_user_4522,1,English,chatbot_arena
f5ea7ae1163b424caff2f571d54afff4,koala-13b,dolly-v2-12b,model_a,arena_user_4252,1,Spanish,chatbot_arena
eaac8d8b227c4bbba86c5a6d453ad963,gpt-3.5-turbo,gpt-4,model_b,arena_user_4523,1,English,chatbot_arena
4288f23b1a544e1da3b5bbc4609c01bd,fastchat-t5-3b,gpt-4,model_b,arena_user_4853,1,English,chatbot_arena
9f984059bb82404182e069a33e286813,alpaca-13b,gpt-4,model_b,arena_user_4775,1,English,chatbot_arena
6a4aa49ff79841cfb1806d32bf37392b,fastchat-t5-3b,alpaca-13b,model_a,arena_user_4947,1,Czech,chatbot_arena
333b6565bc994ee185519a0a510ad9a0,gpt-4,oasst-pythia-12b,model_a,arena_user_4430,1,English,chatbot_arena
163a1615ed5f4ae2833fc0a37520e34e,llama-13b,koala-13b,model_b,arena_user_4525,1,English,chatbot_arena
38c11b06dc6b49a88e5ebbc4a6f7c86c,alpaca-13b,fastchat-t5-3b,model_b,arena_user_4451,1,English,chatbot_arena
a7a497c2b7f347f2a1ae9bd59d566765,alpaca-13b,koala-13b,tie (bothbad),arena_user_4252,3,Spanish,chatbot_arena
